2.77,462,513,13253,1487,195,12,50,1,2.77
2.61,402,428,11144,1790,133,6,50,1,2.61
2.86,411,462,11407,1604,155,7,50,1,2.86
2.51,372,398,10438,1097,124,2,50,1,2.51
3.05,406,454,10753,1360,156,7,50,1,3.05
3.18,441,474,13669,2203,138,7,50,1,3.18
2.1,307,328,8060,661,87,4,50,0,2.1
2.64,329,356,8595,555,62,2,50,0,2.64
2.72,400,426,11148,709,152,4,50,1,2.72
2.03,467,514,12646,1383,148,7,50,1,2.03
0.89,385,96,398,471,7,0,50,0,0.89
2.44,467,71,562,116,6,0,50,0,2.44
0.07,234,57,500,12,2,0,50,0,0.07
2.7,425,404,8323,1477,116,4,50,1,2.7
3.37,474,463,13912,986,120,2,50,1,3.37
1.18,324,371,6885,752,76,2,50,0,1.18
3.02,421,344,6537,1699,94,2,50,1,3.02
2.09,400,341,8053,654,81,2,50,0,2.09
2.65,379,288,6750,820,73,2,50,0,2.65
2.28,372,378,7673,773,104,5,50,0,2.28
1.84,392,289,4830,625,56,2,50,0,1.84
3.22,397,345,10067,973,92,1,50,1,3.22
2.37,378,343,6231,624,78,5,50,0,2.37
2.69,417,406,9192,1593,118,3,50,1,2.69
4.14,360,411,14077,939,132,1,50,1,4.14
2.36,385,433,9752,846,145,5,50,1,2.36
2.05,388,423,11730,1036,116,3,50,1,2.05
2.81,406,461,10508,1561,147,2,50,1,2.81
2.84,436,488,9191,1669,177,4,50,1,2.84
2.21,452,447,13902,829,96,2,50,1,2.21
3.12,431,447,11134,1456,159,9,22,1,3.12
3.63,437,479,14170,1281,156,8,50,1,3.63
2.28,355,397,9547,637,128,5,50,0,2.28
2.89,358,373,10611,717,81,3,24,1,2.89
2.27,355,271,5722,1039,49,2,50,0,2.27
2.69,342,388,11721,613,75,1,50,1,2.69
2.94,469,423,11038,1811,135,2,50,1,2.94
2.34,401,285,6750,865,72,0,50,0,2.34
2.23,430,403,8768,1334,133,5,50,0,2.23
2.65,366,249,4051,1094,55,1,50,0,2.65
2.16,407,427,11634,1115,117,2,50,1,2.16
2.53,361,351,8673,1046,96,7,50,0,2.53
2.59,412,347,8839,1083,82,1,50,1,2.59
1.82,342,340,8516,671,50,3,50,0,1.82
1.79,432,399,10834,1011,112,3,50,0,1.79
2.49,425,425,9507,1339,103,3,50,1,2.49
2.43,611,375,13523,2052,68,1,50,1,2.43
2.31,422,350,10201,987,109,2,50,0,2.31
1.72,392,295,7979,707,66,1,50,0,1.72
1.76,410,215,2234,514,32,1,50,0,1.76
1.47,364,226,4796,846,44,2,50,0,1.47
3.48,406,389,9599,1383,112,3,50,1,3.48
1.86,327,224,3400,317,36,1,50,0,1.86
2.45,409,310,4798,833,82,1,50,0,2.45
3.17,414,339,6875,920,89,3,50,1,3.17
3.48,449,427,11536,1249,155,7,50,1,3.48
2.35,376,312,7010,1255,88,2,50,0,2.35
3.65,402,258,4920,954,63,2,50,1,3.65
2.34,386,272,4458,858,72,3,50,0,2.34
2.72,387,247,5051,670,44,0,50,0,2.72
3.91,466,363,9017,1459,119,4,50,1,3.91
2.58,350,271,4962,674,35,2,50,0,2.58
5.75,492,430,10253,772,73,1,50,1,5.75
2.1,372,240,5376,573,33,0,50,0,2.1
1.44,392,224,6136,594,26,0,50,0,1.44
2.63,469,343,11198,1745,80,1,50,1,2.63
1.16,347,181,3505,313,13,0,50,0,1.16
1.5,351,216,4565,504,22,0,50,0,1.5
3.05,411,419,10031,1126,95,3,50,1,3.05
3.33,530,543,16131,2104,179,12,50,1,3.33
2.55,499,531,15642,2137,179,5,50,1,2.55
3.03,532,576,15795,2357,193,3,50,1,3.03
2.64,399,441,7132,594,75,7,50,1,2.64
2.92,469,444,12661,1450,114,4,50,1,2.92
2.89,518,399,12451,1655,109,4,50,1,2.89
1.71,419,275,9255,682,52,0,50,0,1.71
1.16,387,255,5398,361,23,0,50,0,1.16
3.26,493,447,13042,1315,98,5,50,1,3.26
1.94,429,437,11604,794,121,4,50,1,1.94
1.71,452,241,7219,953,29,0,50,0,1.71
3.41,542,467,13607,2690,150,5,50,1,3.41
2.67,424,434,10026,1320,122,3,50,1,2.67
2.26,443,295,6784,833,77,1,50,0,2.26
2.36,463,465,12767,1463,165,6,50,1,2.36
1.82,349,378,9140,1122,92,1,50,0,1.82
2.43,429,464,13705,989,119,2,50,1,2.43
2.46,536,473,13042,2332,168,7,50,1,2.46
2.1,333,276,4870,706,36,2,50,0,2.1
1.93,381,388,9714,880,96,2,50,0,1.93
2.48,480,520,14143,1385,153,2,50,1,2.48
2.09,325,233,5704,297,15,0,50,0,2.09
2.45,377,359,9106,536,93,4,50,0,2.45
1.62,476,286,6690,618,49,1,50,0,1.62
1.95,387,319,5999,872,70,2,50,0,1.95
2.9,409,439,10772,631,111,4,50,1,2.9
2.83,469,487,16159,1963,136,7,50,1,2.83
2.4,357,392,8477,1128,97,4,50,0,2.4
2.59,463,499,12384,1189,167,4,50,1,2.59
1.98,394,313,7791,998,88,5,50,0,1.98
2.62,399,340,9054,722,80,3,50,1,2.62
2.66,420,377,9071,1307,111,4,50,1,2.66
2.09,417,359,5835,1327,142,4,50,0,2.09
2.09,440,378,8420,1446,142,7,50,0,2.09
2.55,428,391,11278,1177,120,4,50,1,2.55
2.56,445,435,11294,2004,128,3,50,1,2.56
1.55,369,181,2242,575,30,0,50,0,1.55
2.29,393,451,9682,665,98,4,50,1,2.29
2.79,461,484,13872,1769,139,7,50,1,2.79
3.0,516,466,10200,1747,162,2,50,1,3.0
2.11,372,263,6353,947,38,0,50,0,2.11
1.2,454,262,6363,753,30,0,50,0,1.2
2.37,403,446,14334,1020,103,3,50,1,2.37
2.47,350,316,6557,958,73,3,50,0,2.47
1.53,387,265,6163,307,28,0,50,0,1.53
1.86,391,332,9483,641,72,2,50,0,1.86
2.89,405,460,9084,820,88,5,50,1,2.89
2.16,419,479,11462,644,125,5,50,1,2.16
3.09,460,449,12300,1283,125,6,50,1,3.09
2.77,438,445,11330,1871,169,14,50,1,2.77
2.03,339,319,6579,859,73,1,50,0,2.03
3.0,404,388,7899,821,104,4,50,1,3.0
0.96,352,155,2390,372,18,0,50,0,0.96
4.35,508,540,15358,2238,183,4,50,1,4.35
3.51,391,340,7666,873,84,4,50,1,3.51
2.95,509,525,13022,2500,167,3,50,1,2.95
3.23,408,342,8775,1063,82,1,50,1,3.23
3.19,416,430,14329,1362,114,1,50,1,3.19
3.37,424,284,7174,758,53,0,50,1,3.37
1.85,438,407,10994,1403,87,3,50,0,1.85
2.49,427,295,9550,782,52,2,50,0,2.49
1.77,480,440,11302,1742,121,2,50,1,1.77
2.5,419,412,11798,1261,117,0,50,1,2.5
2.27,452,356,12149,901,81,3,50,1,2.27
2.43,453,284,8613,1212,36,1,50,0,2.43
1.97,411,368,9251,1300,111,1,50,0,1.97
2.6,460,326,9553,1236,80,0,50,1,2.6
2.51,505,441,13924,2105,128,2,50,1,2.51
1.62,415,307,9215,872,60,1,50,0,1.62
2.96,425,396,10915,1117,75,2,50,1,2.96
2.09,425,386,10251,1481,91,1,50,0,2.09
2.87,450,411,10848,1286,94,4,50,1,2.87
3.15,441,472,11833,729,124,1,50,1,3.15
3.07,438,499,13253,1044,126,2,50,1,3.07
2.91,468,337,11415,1168,76,4,50,1,2.91
2.37,550,348,13537,1749,81,4,50,1,2.37
2.35,346,361,10707,535,51,0,50,0,2.35
2.67,421,478,13095,1165,134,7,50,1,2.67
2.42,448,477,13738,1337,114,2,50,1,2.42
2.19,444,500,12836,1417,159,8,50,1,2.19
2.23,474,402,9395,1501,125,4,50,1,2.23
2.43,393,373,7700,1270,87,1,50,0,2.43
2.26,340,289,5339,466,72,3,50,0,2.26
2.83,345,295,8600,945,77,3,50,0,2.83
2.84,442,435,12088,1620,124,5,50,1,2.84
2.1,367,312,6433,777,73,2,50,0,2.1
3.72,406,351,8142,1026,108,3,50,1,3.72
2.24,425,415,9979,1147,140,5,50,1,2.24
2.84,400,326,5887,1318,93,4,50,0,2.84
3.06,368,360,9385,916,78,2,50,1,3.06
2.36,442,417,10202,1264,118,4,50,1,2.36
3.62,404,429,9618,1319,131,11,50,1,3.62
1.64,350,271,4660,566,66,0,50,0,1.64
1.7,413,286,5731,1411,66,1,50,0,1.7
2.14,341,239,4872,628,46,0,50,0,2.14
2.4,363,245,3079,537,35,1,50,0,2.4
4.27,425,320,8122,951,76,2,50,1,4.27
1.26,385,190,2475,707,19,0,50,0,1.26
2.34,433,460,10698,1261,152,7,50,1,2.34
2.94,373,316,6952,1027,80,4,50,0,2.94
2.56,401,236,3493,1055,37,1,50,0,2.56
1.5,323,197,3399,209,25,0,50,0,1.5
1.49,332,273,4514,908,68,4,50,0,1.49
1.69,399,295,3839,984,63,2,50,0,1.69
2.29,400,390,9231,779,102,4,50,0,2.29
3.29,449,394,8832,1719,110,8,50,1,3.29
2.46,352,313,6238,635,69,3,50,0,2.46
2.58,438,450,10953,931,146,8,50,1,2.58
3.37,457,384,10859,1855,145,3,50,1,3.37
2.78,419,404,10952,1126,129,3,50,1,2.78
2.21,443,407,10312,1449,129,4,50,1,2.21
2.2,388,295,5051,1027,58,1,50,0,2.2
5.04,404,345,8592,855,73,1,50,1,5.04
2.22,377,349,8381,609,90,4,50,0,2.22
2.5,398,394,9931,1216,98,4,50,1,2.5
