69,71,26,102,101,28,45,12,84,0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1.67,1.33,1.33,1.33,1.67,2.0,1
33,20,21,76,8,4,67,51,46,79,1.0,0.64,0.65,0.64,0.53,0.0,0.5,0.0,0.57,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0,2.0,1.33,2.0,1.33,2.0,2.0,1
107,19,77,25,80,62,14,74,38,93,0.5,0.63,1.0,0.67,0.67,0.6,0.38,0.56,0.8,0.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,2.0,2.0,2.0,2.0,2.0,2.0,1
14,75,53,18,22,95,9,73,69,31,0.6,0.75,0.6,1.0,1.0,0.0,0.6,0.0,0.33,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,2.0,2.0,1.33,2.0,2.0,2.0,1.33,1
22,67,5,36,58,109,29,27,26,110,0.63,0.6,0.57,0.77,0.5,0.0,0.2,0.0,0.33,0.25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,1.33,1.67,2.0,1.33,1.33,1.33,1.67,1
54,74,21,27,93,76,18,28,70,57,0.0,0.57,0.0,0.5,0.2,0.67,0.67,0.33,0.5,0.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0,1.67,1.67,2.0,2.0,2.0,2.0,2.0,0
45,10,105,70,106,53,74,32,57,18,0.5,0.0,0.5,0.5,0.2,1.0,0.5,0.79,0.67,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,2.0,2.0,1.33,2.0,0
3,9,48,6,63,39,38,50,44,62,0.75,0.83,1.0,1.0,0.5,0.5,0.6,0.33,0.25,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,1.67,1.67,2.0,1.67,1.33,1.33,1.33,1.33,1
48,11,42,62,19,75,46,21,81,47,0.33,0.67,0.55,0.78,0.0,1.0,0.5,0.67,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,1.33,1.67,1.33,2.0,1.33,2.0,0
102,109,93,91,74,56,58,76,113,107,0.0,0.0,0.38,0.0,0.48,1.0,0.75,0.42,1.0,0.68,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.33,2.0,1.33,1.33,1.67,2.0,1.33,0
14,93,4,74,17,53,18,76,62,70,0.6,0.67,0.5,0.5,0.5,0.33,0.5,0.5,0.5,0.25,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,1.33,1.67,2.0,1.33,2.0,1.33,1
29,71,67,12,74,2,106,57,8,55,0.5,0.0,0.69,0.0,0.4,1.0,0.88,1.0,0.6,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.67,1.33,1.33,2.0,1.67,2.0,1.33,0
69,62,74,85,6,36,7,10,41,76,0.57,0.44,0.74,0.75,1.0,0.29,0.0,0.6,0.67,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.33,2.0,1.33,2.0,2.0,1.33,1.67,1
91,19,43,95,71,39,9,74,68,44,0.0,0.5,0.0,0.55,0.0,0.5,0.58,0.86,1.0,0.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,2.0,1.33,2.0,1.33,2.0,1.33,1.33,0
57,104,53,76,56,88,93,107,30,22,1.0,0.5,1.0,0.73,0.5,0.0,0.33,0.54,0.0,0.36,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.67,2.0,2.0,2.0,2.0,2.0,1.33,1.67,1
3,81,71,63,76,1,8,30,67,22,1.0,1.0,1.0,1.0,0.75,0.67,0.33,0.0,0.57,0.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1
3,66,29,55,38,110,105,95,60,100,0.5,1.0,1.0,0.67,0.75,0.0,0.0,0.0,0.33,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.67,1.33,2.0,1.33,2.0,2.0,1.33,1
76,8,64,41,62,70,45,69,74,71,0.7,0.57,0.67,1.0,0.5,0.0,0.0,0.86,0.6,0.66,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.33,1
106,7,42,110,96,21,101,70,76,88,0.67,0.4,0.25,0.0,0.0,0.64,1.0,0.75,0.82,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.67,1.67,1.33,1.33,1.33,1.33,2.0,0
59,11,20,110,15,61,46,60,50,72,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.67,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,2.0,1.33,1.33,2.0,2.0,1
80,53,28,77,88,70,68,30,105,74,0.33,1.0,1.0,0.67,1.0,0.0,0.0,0.5,0.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1.33,2.0,2.0,1.33,2.0,1
49,23,106,27,107,6,20,48,40,53,0.0,0.33,0.67,0.0,0.42,0.75,0.5,1.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,2.0,2.0,0
104,80,37,64,48,28,35,21,98,22,1.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,2.0,1.33,2.0,1.33,1.33,1.33,1.67,1
52,10,88,97,33,14,76,44,58,109,0.0,0.0,0.33,0.0,0.33,0.5,1.0,1.0,1.0,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,0.67,0.67,0.67,0.67,1.33,0.67,1.33,1.0,1.33,0
106,18,91,86,99,74,67,68,21,4,0.38,0.0,0.0,0.0,0.8,0.8,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.0,0.67,0.67,0.67,1.0,0.67,1.0,1.0,0
16,13,109,97,74,18,14,41,25,39,0.33,0.0,0.0,0.0,0.56,1.0,0.63,0.5,1.0,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.67,1.67,1.33,1.33,2.0,1.67,1.33,0
5,30,102,53,75,68,69,93,74,20,1.0,1.0,0.9,0.92,0.82,0.0,0.0,0.49,0.86,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,2.0,1.67,1.33,1.33,2.0,2.0,1.67,1
74,25,32,49,22,56,21,62,71,14,0.59,0.67,0.5,0.5,0.86,0.0,0.0,0.5,0.0,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.33,2.0,1.33,2.0,1.33,1.33,2.0,2.0,1
32,102,25,94,75,83,61,67,22,33,0.62,0.0,0.33,0.33,0.0,0.67,0.31,1.0,0.67,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,0
25,106,102,67,9,93,22,73,62,27,0.0,0.0,0.0,0.25,0.33,0.67,0.33,0.61,0.63,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,1.33,2.0,1.67,2.0,1.67,1.33,0
74,3,16,1,14,50,93,62,73,2,0.71,0.0,0.57,0.0,0.5,0.33,0.5,0.67,0.5,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1.33,2.0,2.0,1.33,0
58,77,53,61,86,56,13,62,92,91,0.67,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,2.0,2.0,2.0,1.33,1.33,2.0,0.67,1
61,97,80,38,19,1,75,5,70,109,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,2.0,1.33,1
31,80,25,72,13,57,76,51,74,8,0.4,0.63,0.8,1.0,0.5,0.86,0.72,0.0,0.46,0.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.67,1.33,2.0,2.0,1.67,2.0,1.67,2.0,1
74,113,88,33,31,2,12,20,27,26,0.53,0.5,1.0,0.67,0.45,0.5,0.5,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,1.33,1.33,2.0,1.33,1.33,1
14,37,36,29,28,19,47,102,86,49,0.54,0.6,0.67,1.0,0.5,0.67,0.57,0.0,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.67,1.33,1.67,2.0,2.0,1.67,1.33,2.0,1
45,18,9,14,50,15,101,62,22,51,1.0,0.67,0.5,0.75,0.5,0.5,0.38,0.33,0.33,0.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,1.67,1.67,1.33,2.0,1.33,1.67,2.0,1.33,1
58,25,104,22,10,7,51,62,74,70,0.62,1.0,1.0,0.71,0.8,0.0,0.0,0.0,0.5,0.29,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,2.0,2.0,1.33,1.67,1.33,2.0,1.67,1
104,76,68,33,1,60,52,72,21,26,0.5,0.63,0.44,0.71,0.25,1.0,0.33,1.0,1.0,0.46,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0,1.67,1.33,0
70,73,43,25,113,54,36,31,18,5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.33,2.0,2.0,1.67,2.0,2.0,1.67,1
20,30,48,36,102,66,96,44,107,8,0.57,0.62,0.44,0.5,1.0,0.0,0.0,0.79,0.72,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.67,1.67,2.0,2.0,1.33,2.0,1.33,1.33,1
28,20,23,25,1,112,29,76,104,43,0.6,0.33,0.67,0.0,0.4,1.0,1.0,0.67,0.8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.67,1.33,1.33,2.0,2.0,2.0,0
86,22,8,88,33,25,74,1,14,21,0.67,0.68,0.7,1.0,0.5,0.5,0.17,0.4,0.25,0.43,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.67,1.33,1.33,1.67,1.33,2.0,2.0,1.67,1
57,39,93,41,107,21,14,85,49,19,0.5,1.0,1.0,1.0,0.43,0.71,0.67,0.42,0.0,0.56,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,2.0,2.0,1.67,2.0,2.0,1
91,93,25,36,31,57,78,67,74,111,0.67,0.5,1.0,1.0,1.0,0.0,0.25,0.71,0.56,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.33,2.0,1.33,2.0,2.0,2.0,2.0,1
42,72,80,20,70,77,25,40,52,6,0.0,0.33,0.33,0.0,0.5,1.0,0.12,0.67,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,1.33,1.33,2.0,2.0,0
101,91,58,110,44,18,104,50,87,33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,0.75,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1.33,1.33,1.33,2.0,1.33,2.0,0
18,73,88,55,33,37,53,8,26,74,0.5,0.0,0.0,0.6,0.5,0.75,0.67,1.0,0.5,0.59,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,2.0,2.0,1.33,2.0,0
67,59,74,107,50,58,28,46,2,8,0.67,0.0,0.38,0.13,0.67,1.0,0.5,0.29,0.6,0.58,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,2.0,1.67,2.0,1.33,2.0,0
10,93,75,7,74,71,21,45,8,13,0.33,0.17,0.5,0.0,0.62,1.0,1.0,0.5,0.64,0.64,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.67,2.0,2.0,1.67,1.33,2.0,0
94,64,42,93,25,84,72,74,81,96,0.66,1.0,1.0,0.75,0.63,0.0,0.0,0.0,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.67,2.0,1.33,1.33,1.67,1.67,1
38,37,63,2,40,68,74,72,105,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1
58,48,53,50,109,107,19,77,66,100,1.0,1.0,0.4,1.0,1.0,0.6,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,2.0,1.33,1.33,2.0,2.0,1
70,101,5,42,110,48,77,2,20,105,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,2.0,2.0,2.0,2.0,1.33,2.0,0
33,19,35,49,53,29,80,42,20,70,0.67,0.5,0.5,0.5,0.63,0.0,0.25,0.5,0.5,0.63,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,2.0,2.0,1.33,1.33,2.0,1.33,1.33,1
25,64,52,28,8,22,80,101,58,93,1.0,1.0,0.5,1.0,0.77,0.0,0.67,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.33,1.33,2.0,2.0,2.0,2.0,2.0,1.67,1
22,74,18,53,41,82,90,69,97,62,0.63,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,2.0,1.33,1.33,1.33,1.33,2.0,1
91,16,84,8,48,20,29,42,80,70,1.0,1.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,1.67,1.67,1.33,1.33,2.0,1.33,1
70,102,16,25,32,46,69,7,4,1,1.0,1.0,1.0,0.57,0.67,0.33,0.75,0.54,0.0,0.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.33,1.33,1.33,2.0,2.0,1.67,2.0,2.0,2.0,1
49,79,5,54,77,36,41,44,2,51,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.73,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,2.0,1.33,1.33,1.33,2.0,1.33,1.33,0
74,25,60,33,93,11,89,5,59,111,0.53,0.77,1.0,1.0,0.75,0.43,0.0,0.5,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.67,1.67,2.0,2.0,2.0,1.67,1
46,56,62,29,74,80,91,6,31,16,0.0,0.33,0.0,0.25,0.0,1.0,1.0,0.67,0.2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,2.0,1.33,2.0,1.33,1.33,1.33,1.33,0
28,50,31,25,6,3,82,8,107,9,1.0,0.2,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,2.0,1.33,1.33,1.33,1.67,1.33,1.33,1
104,49,74,28,86,50,1,7,73,76,0.4,0.5,0.4,1.0,1.0,0.0,0.5,0.38,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.67,1.33,1.67,1.33,2.0,1.33,1.33,1.67,2.0,1
27,67,107,53,22,14,58,74,1,37,1.0,0.69,0.57,0.67,0.71,0.33,0.5,0.61,0.5,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0,1.33,2.0,2.0,2.0,1
31,54,25,67,36,20,53,74,50,80,0.0,0.67,0.56,0.7,0.46,0.75,1.0,0.67,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.33,1.33,1.67,0.67,2.0,1.33,1.33,1.67,0.67,0
6,40,21,33,95,47,91,78,94,51,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,1.33,2.0,1.67,1.33,1.33,1.33,1
64,56,63,2,53,91,44,72,4,70,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,1.33,0.67,2.0,1.67,1.33,1.33,1.33,1
46,83,47,71,14,29,2,53,39,36,0.0,0.0,0.0,0.0,0.57,0.5,1.0,0.5,0.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,1.33,1.67,1.33,1.33,2.0,1.33,1.33,0
2,11,73,26,67,1,99,64,35,57,0.5,0.43,0.5,0.17,0.0,0.5,0.6,1.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.33,1.33,1.67,1.33,2.0,2.0,2.0,0
38,45,66,16,33,101,44,53,99,61,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.33,1.33,2.0,2.0,1.33,1
49,52,31,93,77,56,10,62,14,29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,0.13,0.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.67,2.0,1.33,2.0,2.0,1.33,2.0,1.33,1
5,6,28,107,110,109,3,63,14,20,0.48,0.59,0.67,0.25,0.0,1.0,1.0,1.0,0.73,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.33,0
88,57,53,3,40,39,80,96,26,107,1.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,2.0,1.33,2.0,1.33,2.0,1
8,30,84,20,96,16,93,70,9,38,0.4,0.65,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.0,1.33,1.67,1.33,1.33,1.33,1.33,1.67,2.0,1
69,8,20,76,22,107,74,70,62,36,0.56,0.27,0.67,0.33,0.73,0.6,0.71,0.5,0.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.67,1.33,1.67,2.0,1.33,2.0,1.33,2.0,1.33,0
26,38,74,8,95,93,21,62,22,36,0.25,0.0,0.63,0.33,0.0,0.78,0.5,0.33,0.72,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.67,2.0,1.33,1.67,2.0,1.67,2.0,1.67,0
109,39,107,50,56,22,62,90,104,93,0.0,0.6,0.0,0.5,0.63,0.94,0.6,1.0,1.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,2.0,2.0,1.33,2.0,1.67,1.33,1.33,2.0,1.67,0
89,63,70,33,40,32,10,26,51,107,0.0,0.33,0.0,0.0,0.6,0.91,0.53,1.0,0.25,0.75,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.67,2.0,1.33,2.0,2.0,1.33,1.33,2.0,0
