4.05,490,530,14521,1976,186,10,50,1
2.26,414,452,11663,1316,128,4,50,1
3.55,448,469,12580,1826,177,4,50,1
3.9,455,487,11957,1410,122,4,50,1
2.6,348,423,9758,710,91,4,50,1
3.49,549,576,9251,1645,131,8,50,1
3.94,523,558,18203,2021,133,4,50,1
3.52,505,520,13717,1933,125,6,50,1
2.22,387,412,12074,796,95,2,50,1
2.87,370,397,9010,638,86,3,50,1
2.7,526,547,14272,2397,222,6,50,1
1.93,367,380,10228,747,110,3,50,1
2.31,401,437,12687,1172,124,2,50,1
2.34,382,393,10763,1005,107,2,50,1
1.93,395,414,10947,1081,112,5,50,1
1.88,352,376,10193,916,88,3,50,1
2.37,380,433,10209,709,115,5,50,1
3.03,488,493,12229,1964,157,4,50,1
3.45,486,480,10688,1641,152,6,50,1
3.43,520,544,16471,2208,196,7,50,1
2.07,412,494,10365,1126,120,1,50,1
1.69,337,331,8238,725,61,4,50,1
2.24,195,222,5961,239,49,1,50,1
2.36,495,515,17187,2051,141,8,50,1
2.78,476,507,14051,1707,185,7,50,1
2.56,439,475,13634,1009,146,5,50,1
3.03,484,502,15210,1740,161,10,50,1
2.8,410,453,10465,1252,130,4,50,1
5.05,545,477,8429,1232,105,11,50,1
2.52,423,451,10491,1128,153,6,50,1
2.85,449,483,14379,1944,181,7,50,1
2.53,376,402,9394,1377,120,1,50,1
2.52,382,414,9159,1354,124,4,50,1
2.82,325,389,11015,572,82,5,50,1
3.2,414,438,13592,1615,139,2,50,1
3.42,551,569,16845,2312,268,9,50,1
2.58,298,348,7168,514,49,2,50,1
2.55,442,472,13193,1251,132,3,50,1
2.83,368,400,10511,903,112,2,50,1
2.53,422,437,12195,2351,142,5,50,1
2.19,287,315,6082,658,40,3,50,1
3.47,448,497,15373,1902,150,10,50,1
3.06,413,480,14382,1405,151,3,50,1
12.13,703,714,18757,1726,145,5,50,1
4.71,494,514,11872,1649,88,1,50,1
3.03,406,434,9629,772,113,4,50,1
8.95,489,556,12895,1000,73,6,50,1
2.41,390,421,11092,1008,85,4,50,1
2.04,337,370,7810,524,84,3,50,1
2.76,384,419,10984,975,111,9,50,1
2.52,421,445,11940,1254,118,4,50,1
3.44,538,545,12245,2792,196,5,50,1
2.78,366,384,9280,845,72,3,50,1
2.47,363,380,10316,715,99,7,50,1
2.92,485,506,17326,1864,181,6,50,1
2.4,453,483,13162,1450,145,7,50,1
2.81,413,447,12041,1237,130,5,50,1
2.25,447,494,13369,1239,149,8,50,1
2.45,387,416,10115,991,101,6,50,1
2.55,440,471,11936,2224,143,2,50,1
3.32,423,449,10487,1478,131,6,50,1
2.02,383,405,9971,802,131,6,50,1
2.4,488,516,14766,1944,188,4,50,1
2.39,426,430,13292,982,138,7,50,1
2.44,435,473,13472,1823,148,4,50,1
2.2,341,361,8491,386,69,3,50,1
2.5,495,552,13492,1416,173,1,50,1
2.59,425,457,12810,1067,127,6,50,1
2.74,340,374,7466,486,70,2,50,1
2.45,412,404,10265,1336,112,4,50,1
3.13,452,477,10716,2276,174,7,50,1
2.79,444,438,11258,1101,128,5,50,1
2.76,466,501,13845,1965,165,4,50,1
1.97,382,386,10890,910,114,2,50,1
2.28,430,465,15353,1494,119,5,50,1
2.65,491,513,14177,2267,177,4,50,1
1.85,389,407,7726,1765,154,3,50,1
2.57,463,494,12132,1307,154,4,50,1
2.37,405,466,12232,1219,134,6,50,1
3.04,413,447,9547,1566,149,6,50,1
2.41,435,482,14667,1615,159,5,50,1
3.48,481,514,13163,1989,159,4,50,1
2.28,448,452,11602,1035,154,2,19,1
3.83,460,511,12838,1388,146,3,50,1
3.26,471,451,9098,988,151,5,50,1
2.96,416,437,11020,788,109,8,50,1
3.23,432,453,12772,1592,164,5,50,1
2.11,472,510,13292,2415,148,14,50,1
3.07,398,442,9049,804,138,3,50,1
3.16,435,453,11855,1727,144,10,50,1
2.78,454,486,13102,1410,171,3,50,1
4.4,584,554,15770,2986,153,8,50,1
2.55,356,365,11808,682,67,2,50,1
2.81,550,522,13605,1804,206,4,50,1
2.33,354,398,11441,688,88,4,50,1
2.44,479,497,12970,1938,183,11,50,1
2.85,439,486,11770,1191,139,7,50,1
2.41,368,378,10358,1015,84,2,50,1
2.97,440,465,12708,1488,179,5,50,1
2.22,447,457,10579,1357,156,8,50,1
2.59,428,465,12465,1367,164,6,50,1
2.1,363,379,7359,827,95,6,50,1
1.91,70,80,1965,169,22,0,50,1
2.62,455,511,12677,1386,159,3,50,1
2.65,462,491,15615,2171,148,14,50,1
3.88,485,511,13706,2486,144,6,50,1
2.4,421,469,11991,1177,141,3,50,1
1.4,291,330,4231,186,19,2,2,1
2.1,424,484,13286,823,117,3,50,1
2.33,388,398,9423,1470,106,4,50,1
2.64,416,428,9848,1220,108,3,50,1
2.84,355,388,9627,657,51,4,50,1
3.23,461,476,15800,1961,156,5,50,1
2.06,299,317,7171,328,42,1,50,1
4.06,392,412,11467,1534,126,3,50,1
2.48,472,491,11379,1775,205,8,26,1
3.69,497,542,12663,1185,138,7,8,1
2.12,406,443,10950,1081,143,6,46,1
3.19,499,526,13310,1768,184,8,50,1
2.67,469,552,14850,1205,172,3,16,1
2.98,405,431,9518,1475,144,6,27,1
2.27,410,423,9384,1698,123,4,50,1
2.67,419,484,14784,815,137,4,50,1
3.59,554,529,14274,2115,197,8,50,1
1.88,386,420,11766,941,122,2,50,1
2.84,416,460,13543,867,110,5,50,1
2.15,458,510,15918,1253,114,3,50,1
2.82,524,545,14531,2091,189,5,50,1
2.17,384,405,8761,1205,131,3,50,1
3.11,549,599,17150,2659,196,6,50,1
2.09,386,399,11244,996,107,2,50,1
2.83,411,448,11755,1440,117,3,50,1
2.77,392,422,10467,1443,113,6,50,1
2.76,396,420,10973,941,122,2,50,1
2.91,455,481,12559,1661,132,7,50,1
2.55,353,384,8853,549,76,2,50,1
2.13,429,481,13688,686,144,4,50,1
2.65,535,533,11747,1866,206,8,50,1
2.86,397,418,12680,1242,125,9,50,1
2.92,414,428,12034,1737,116,4,50,1
2.72,397,408,9724,754,135,5,50,1
2.71,362,400,11254,571,95,1,50,1
3.63,479,502,15015,1761,161,6,50,1
3.05,458,476,13012,1582,149,6,50,1
3.03,465,486,15756,1468,149,2,50,1
3.02,436,471,10562,1498,140,7,50,1
3.56,519,556,21700,2227,143,2,50,1
3.81,465,493,14103,2091,171,9,50,1
3.33,436,474,11691,740,154,8,50,1
2.98,502,531,11572,2084,168,3,50,1
1.48,393,444,9664,917,139,3,50,1
2.88,364,410,11352,693,78,3,50,1
2.92,495,533,12238,2587,199,5,50,1
2.23,478,494,11547,1776,157,2,50,1
3.11,365,409,9043,800,80,3,50,1
3.65,541,559,15039,1895,193,14,50,1
2.68,488,516,13534,1704,202,10,50,1
1.97,408,449,12996,775,75,1,50,1
1.42,146,149,2447,273,30,1,50,1
3.34,462,506,13914,1392,155,6,50,1
2.81,379,416,9874,883,122,5,50,1
2.49,442,475,13849,1706,154,6,50,1
2.29,379,394,8793,1117,103,4,50,1
1.9,417,464,11506,779,162,7,50,1
2.44,444,457,11045,1393,168,6,50,1
2.61,408,280,3873,1044,59,2,50,1
2.2,438,450,11520,925,145,2,50,1
3.62,391,441,10953,931,116,4,50,1
2.83,479,512,13352,1680,198,2,50,1
2.9,485,515,15457,1538,164,4,50,1
2.91,429,471,12195,1801,153,3,50,1
3.7,589,616,17839,2717,271,8,50,1
2.46,331,351,10787,623,91,5,50,1
2.27,386,444,11509,1128,127,8,50,1
3.77,338,360,8769,595,77,1,50,1
1.57,411,436,10773,1129,130,4,50,1
1.47,342,359,6875,492,74,2,50,1
2.38,486,494,12259,2567,161,7,50,1
2.28,459,485,10734,1627,184,17,50,1
3.25,420,446,10579,1074,111,7,50,1
1.93,437,379,9294,678,99,3,50,1
1.35,346,350,8971,403,68,1,50,1
3.59,480,471,11646,1350,168,0,50,1
2.66,463,501,11084,1599,152,4,50,1
2.32,302,332,7140,475,52,6,50,1
2.87,371,396,11792,1110,91,3,50,1
3.29,512,555,16944,2134,171,6,50,1
2.9,454,411,10421,991,110,7,50,1
2.56,459,498,13914,1464,153,13,50,1
2.63,394,405,10821,1150,125,9,50,1
3.68,452,488,11306,1996,136,5,50,1
2.72,436,483,10646,847,145,5,50,1
2.63,380,409,9653,1122,120,2,50,1
3.33,641,552,9669,1566,183,23,1,1
2.65,463,482,11550,1833,162,7,50,1
2.43,414,477,10822,1182,141,3,50,1
4.1,358,400,10728,577,114,4,17,1
3.47,416,444,10206,1484,135,4,38,1
2.72,404,439,10701,1285,133,8,25,1
3.44,344,350,9370,981,80,3,50,1
2.57,412,443,12328,1056,121,8,50,1
2.94,442,483,11986,1146,129,11,50,1
1.98,353,395,9144,591,87,3,50,1
2.5,409,418,11518,949,105,5,50,1
3.56,432,478,12542,1335,109,8,50,1
2.67,406,427,12066,846,115,2,50,1
2.47,438,481,13446,1057,132,6,50,1
3.07,457,465,11170,1491,149,6,50,1
2.88,463,509,12687,1391,159,6,50,1
2.11,423,443,12196,1398,136,4,50,1
2.53,421,439,12257,1620,112,6,50,1
2.51,419,450,10787,1131,129,2,50,1
3.9,445,477,12951,2255,149,5,50,1
2.73,435,468,14011,857,130,3,50,1
3.06,486,463,12076,1840,147,3,50,1
1.8,351,391,12799,382,61,1,50,1
1.89,422,454,12751,651,138,4,50,1
3.13,357,388,8980,416,69,3,50,1
2.78,413,431,11285,1078,117,5,50,1
2.87,470,503,13829,1367,184,8,50,1
2.65,377,407,8123,1130,89,6,50,1
3.07,381,432,13600,905,122,2,50,1
2.88,393,417,9317,1002,109,3,50,1
2.63,515,517,15496,1838,180,6,50,1
2.86,484,526,17021,1273,163,5,50,1
3.16,450,469,11336,1418,159,6,50,1
3.91,513,545,17876,2358,184,4,50,1
2.32,418,433,12354,1406,160,11,50,1
2.4,403,456,11371,1321,132,8,50,1
2.08,437,465,12341,1173,132,8,50,1
2.4,403,409,10863,2376,124,1,50,1
2.35,390,404,11868,1766,122,7,50,1
1.98,308,339,8795,605,53,5,50,1
2.39,458,453,12732,2171,145,4,50,1
2.32,413,448,10304,925,130,3,50,1
1.64,389,424,12797,819,106,11,50,1
2.79,402,449,9068,743,84,8,50,1
2.99,524,574,15171,2103,199,10,50,1
2.78,415,461,11566,862,114,5,50,1
2.5,386,417,10219,802,99,2,50,1
2.75,483,534,15028,1245,146,8,50,1
2.44,475,504,13112,1840,170,9,50,1
2.97,472,506,14076,2179,172,5,50,1
3.18,414,462,10289,1435,135,11,50,1
2.53,427,444,10800,1444,142,4,50,1
2.55,409,445,11875,1233,132,4,50,1
2.32,472,487,13206,1544,182,5,50,1
2.18,339,399,9726,432,73,1,50,1
3.86,547,536,17746,2383,236,7,50,1
2.24,328,369,11854,690,74,3,50,1
2.42,507,557,11689,2079,189,11,50,1
2.35,378,407,13739,772,89,5,10,1
2.67,432,443,11441,2130,122,5,34,1
2.52,422,445,11804,1340,138,6,50,1
2.64,415,393,13460,1411,124,7,50,1
3.06,440,454,12336,2781,141,8,33,1
2.67,454,500,12830,1451,141,4,31,1
2.73,363,405,11730,833,89,6,50,1
4.53,436,524,16133,957,73,5,13,1
4.38,419,437,10941,1582,126,11,50,1
5.03,436,438,16193,1407,123,3,6,1
2.28,450,483,13259,1729,168,4,50,1
2.94,419,457,11033,1335,143,8,50,1
2.36,290,298,8018,478,54,2,50,1
2.42,426,443,10642,1224,150,7,50,1
3.45,466,511,14233,1890,189,4,50,1
2.85,391,438,9558,1177,111,4,50,1
2.08,349,391,8586,961,93,4,50,1
2.41,427,444,11814,1413,130,3,50,1
2.81,521,554,15760,2126,154,5,50,1
2.47,436,478,10814,1240,153,7,50,1
2.55,574,606,15896,3222,225,6,50,1
2.81,419,479,14712,1034,119,2,50,1
2.62,481,518,14080,1660,181,5,50,1
2.43,398,436,12550,909,121,4,50,1
3.32,509,554,13568,2063,183,5,50,1
13.41,505,543,12918,1250,45,4,50,1
19.5,546,572,12879,1462,96,1,50,1
5.12,563,568,15991,2089,116,3,50,1
2.58,409,455,13839,965,124,4,50,1
2.86,507,571,15924,1629,177,4,50,1
2.85,476,491,13805,1738,181,7,50,1
2.89,499,517,11240,2128,202,3,50,1
2.13,418,462,11754,1556,156,4,50,1
2.48,401,425,11373,1385,129,11,50,1
3.23,451,438,9117,2210,182,9,50,1
2.44,398,422,10747,1579,114,4,50,1
2.54,389,428,11393,1410,132,6,50,1
2.41,437,456,12395,888,123,3,50,1
4.27,477,532,17486,1503,161,3,50,1
4.65,491,495,12986,1061,137,3,50,1
2.48,424,439,13574,1382,125,5,50,1
2.85,436,465,13529,1472,127,5,50,1
3.48,482,508,14333,2536,166,13,50,1
2.29,387,414,10658,784,109,4,50,1
1.37,292,306,6416,442,91,5,50,1
2.85,460,497,12033,1451,177,8,50,1
2.43,371,400,10165,720,98,4,50,1
3.28,375,417,10595,702,105,2,50,1
3.98,446,477,12139,1934,144,8,50,1
3.44,491,533,15596,1996,182,7,50,1
2.57,430,470,13398,1408,175,5,50,1
2.03,418,449,9859,1178,166,4,50,1
2.69,461,495,11841,1465,178,14,50,1
3.42,434,478,12843,952,151,7,50,1
3.6,392,422,10532,763,122,3,50,1
2.01,398,454,13067,865,114,3,50,1
2.69,500,527,15289,1863,187,6,50,1
2.35,414,436,10353,952,100,4,50,1
2.3,409,462,11382,905,118,5,50,1
3.11,445,488,12258,1506,159,6,50,1
4.7,433,522,17104,604,128,7,2,1
3.9,451,491,10935,785,136,1,16,1
2.77,428,477,14702,1430,132,3,11,1
3.1,415,428,13088,1787,128,2,50,1
2.35,479,499,14146,2078,165,6,50,1
3.23,455,478,12315,2193,60,1,15,1
3.23,417,452,13059,682,113,3,19,1
4.48,149,159,2834,664,47,4,47,2
2.32,455,504,12775,1548,151,3,50,2
2.67,475,449,10854,1609,137,5,50,2
2.18,448,472,10497,1715,159,4,50,2
5.05,545,477,8429,1232,105,11,50,2
2.71,599,442,9176,1183,163,2,9,2
3.36,540,395,2541,51,24,5,50,2
2.94,491,524,12839,2119,185,7,50,2
3.29,501,524,14733,1682,159,6,50,2
3.49,549,576,9251,1645,131,8,50,2
2.34,430,470,12830,1120,128,6,50,2
3.26,471,451,9098,988,151,5,50,2
2.56,446,474,11876,1520,177,7,50,2
2.91,436,470,13040,1289,147,7,50,2
3.24,576,580,15429,2678,210,5,50,2
2.63,491,503,15693,901,157,4,50,2
2.33,506,517,14073,1828,194,13,50,2
3.38,407,451,11373,1000,135,5,50,2
2.06,376,396,11053,909,109,8,50,2
2.78,367,401,8482,691,98,6,50,2
3.56,415,443,11453,1143,132,6,50,2
2.78,428,454,10849,1480,155,5,50,2
0.0,390,34,0,313,1,0,50,2
0.0,382,39,0,306,1,0,50,2
0.0,378,34,0,291,1,0,50,2
0.0,435,47,0,635,2,0,50,2
0.0,424,66,0,498,4,0,50,2
0.0,366,40,0,324,1,0,50,2
0.0,365,42,0,304,1,0,50,2
0.0,410,52,0,640,3,0,50,2
0.0,372,43,0,308,1,0,50,2
3.58,509,545,16520,2129,196,7,50,2
5.56,583,597,19085,3519,183,11,50,2
2.91,367,400,10108,933,96,3,50,2
3.96,403,433,12749,1311,118,7,50,2
2.9,497,522,14738,1679,207,11,50,2
1.98,454,479,12858,1977,183,4,50,2
3.02,421,457,9711,1581,143,4,50,2
2.23,432,470,15660,1998,163,3,50,2
2.29,398,435,12073,597,101,3,50,2
3.14,366,390,10350,776,84,4,50,2
2.04,377,423,9565,793,118,4,50,2
2.75,503,548,13227,1648,178,3,50,2
2.36,395,382,10780,924,92,2,50,2
3.39,541,554,15738,2344,195,5,50,2
3.02,477,485,14081,1620,184,5,50,2
3.03,481,510,13468,2022,167,13,50,2
4.21,541,553,14921,2166,239,17,50,2
2.9,426,424,11566,1257,95,4,50,2
2.75,337,331,7993,879,54,3,50,2
4.07,521,561,14202,2418,195,13,17,2
